lahmanID,FirstName,LastName,RetrosheetID,batAve2000Sorted,PA
hyzduad01,Adam,Hyzdu,hyzda001,0.389,18.0
ortizhe01,Hector,Ortiz,ortih001,0.386,99.0
garcino01,Nomar,Garciaparra,garcn001,0.372,599.0
heltoto01,Todd,Helton,heltt001,0.372,697.0
credejo01,Joe,Crede,credj001,0.357,15.0
aloumo01,Moises,Alou,aloum001,0.355,517.0
erstada01,Darin,Erstad,erstd001,0.355,747.0
brownro01,Roosevelt,Brown,browr001,0.352,98.0
barnejo01,John,Barnes,barnj001,0.351,41.0
ramirma02,Manny,Ramirez,ramim002,0.351,532.0
rodriiv01,Ivan,Rodriguez,rodri001,0.347,389.0
guerrvl01,Vladimir,Guerrero,guerv001,0.345,641.0
burksel01,Ellis,Burks,burke001,0.344,458.0
delgaca01,Carlos,Delgado,delgc001,0.344,711.0
timmooz01,Ozzie,Timmons,timmo001,0.341,42.0
cromedt01,D. T.,Cromer,cromd001,0.34,51.0
jeterde01,Derek,Jeter,jeted001,0.339,679.0
hammoje01,Jeffrey,Hammonds,hammj001,0.335,511.0
kentje01,Jeff,Kent,kentj001,0.334,695.0
castilu01,Luis,Castillo,castl001,0.334,626.0
seguida01,David,Segui,segud001,0.334,634.0
stynech01,Chris,Stynes,stync001,0.334,420.0
penael01,Elvis,Pena,penae001,0.333,10.0
chouibo01,Bobby,Chouinard,choub001,0.333,3.0
rekarbr01,Bryan,Rekar,rekab001,0.333,3.0
morrima01,Matt,Morris,morrm001,0.333,6.0
washbja01,Jarrod,Washburn,washj001,0.333,6.0
coneda01,David,Cone,coned001,0.333,3.0
sweenmi01,Mike,Sweeney,sweem002,0.333,717.0
figuene01,Nelson,Figueroa,figun001,0.333,4.0
redmati01,Tike,Redman,redmt001,0.333,19.0
blairwi01,Willie,Blair,blaiw001,0.333,3.0
luuloke01,Keith,Luuloa,luulk001,0.333,19.0
fultzaa01,Aaron,Fultz,fulta001,0.333,7.0
spencst02,Stan,Spencer,spens002,0.333,14.0
ozunapa01,Pablo,Ozuna,ozunp001,0.333,26.0
schoesc01,Scott,Schoeneweis,schos001,0.333,3.0
rollsda01,Damian,Rolls,rolld001,0.333,3.0
garcimi03,Mike,Garcia,garcm002,0.333,3.0
kinkami01,Mike,Kinkade,kinkm001,0.333,10.0
lindsro01,Rod,Lindsey,lindr001,0.333,5.0
giambja01,Jason,Giambi,giamj001,0.333,664.0
vidrojo01,Jose,Vidro,vidrj001,0.33,663.0
thomafr04,Frank,Thomas,thomf001,0.328,707.0
damonjo01,Johnny,Damon,damoj001,0.327,741.0
cirilje01,Jeff,Cirillo,cirij001,0.326,684.0
sheffga01,Gary,Sheffield,shefg001,0.325,612.0
piazzmi01,Mike,Piazza,piazm001,0.324,545.0
martied01,Edgar,Martinez,marte001,0.324,665.0
alfoned01,Edgardo,Alfonzo,alfoe001,0.324,650.0
gwynnto01,Tony,Gwynn,gwynt001,0.323,140.0
petribe01,Ben,Petrick,petrb001,0.322,173.0
dyeje01,Jermaine,Dye,dye-j001,0.321,679.0
rolliji01,Jimmy,Rollins,rollj001,0.321,55.0
frymatr01,Travis,Fryman,frymt001,0.321,658.0
fletcda01,Darrin,Fletcher,fletd001,0.32,445.0
merlolo01,Lou,Merloni,merll001,0.32,139.0
kendaja01,Jason,Kendall,kendj001,0.32,678.0
sosasa01,Sammy,Sosa,sosas001,0.32,705.0
suttola01,Larry,Sutton,suttl001,0.32,33.0
clarkwi02,Will,Clark,clarw001,0.319,507.0
stewash01,Shannon,Stewart,stews002,0.319,631.0
polanpl01,Placido,Polanco,polap001,0.316,350.0
abreubo01,Bobby,Abreu,abreb001,0.316,680.0
ochoaal01,Alex,Ochoa,ochoa001,0.316,275.0
rodrial01,Alex,Rodriguez,rodra001,0.316,672.0
counscr01,Craig,Counsell,counc001,0.316,176.0
brownad01,Adrian,Brown,browa001,0.315,340.0
caseyse01,Sean,Casey,cases001,0.315,545.0
ordonma01,Magglio,Ordonez,ordom001,0.315,665.0
gilesbr02,Brian,Giles,gileb002,0.315,688.0
hidalri01,Richard,Hidalgo,hidar001,0.314,644.0
colbrgr01,Greg,Colbrunn,colbg001,0.313,385.0
larkiba01,Barry,Larkin,larkb001,0.313,447.0
saenzol01,Olmedo,Saenz,saeno001,0.313,247.0
jonesch06,Chipper,Jones,jonec004,0.311,686.0
gonzalu01,Luis,Gonzalez,gonzl001,0.311,722.0
whitero02,Rondell,White,whitr001,0.311,396.0
gipsoch01,Charles,Gipson,gipsc001,0.31,33.0
pierrju01,Juan,Pierre,pierj002,0.31,219.0
bagweje01,Jeff,Bagwell,bagwj001,0.31,719.0
alomaro01,Roberto,Alomar,alomr001,0.31,697.0
rivaslu01,Luis,Rivas,rival001,0.31,64.0
walkela01,Larry,Walker,walkl001,0.309,372.0
verasqu01,Quilvio,Veras,veraq001,0.309,364.0
derosma01,Mark,DeRosa,derom001,0.308,15.0
pierzaj01,A. J.,Pierzynski,piera001,0.307,96.0
fryeje01,Jeff,Frye,fryej001,0.307,371.0
willibe02,Bernie,Williams,willb002,0.307,616.0
bondsba01,Barry,Bonds,bondb001,0.306,607.0
clapich01,Chris,Clapinski,clapc001,0.306,55.0
lawtoma02,Matt,Lawton,lawtm002,0.305,664.0
mcgwima01,Mark,McGwire,mcgwm001,0.305,321.0
randajo01,Joe,Randa,randj002,0.304,665.0
johnsch04,Charles,Johnson,johnc002,0.304,478.0
daviser01,Eric,Davis,davie001,0.303,293.0
jonesan01,Andruw,Jones,jonea002,0.303,729.0
jenkige01,Geoff,Jenkins,jenkg001,0.303,564.0
caminke01,Ken,Caminiti,camik001,0.303,253.0
youngdm01,Dmitri,Young,yound001,0.303,593.0
nevinph01,Phil,Nevin,nevip001,0.303,605.0
martira03,Ramon,Martinez,martr003,0.302,210.0
perryhe01,Herbert,Perry,perrh001,0.302,450.0
kaplega01,Gabe,Kapler,kaplg001,0.302,491.0
galaran01,Andres,Galarraga,galaa001,0.302,548.0
cruzde01,Deivi,Cruz,cruzd001,0.302,615.0
mcmilbi01,Billy,McMillon,mcmib001,0.301,149.0
spierbi01,Bill,Spiers,spieb001,0.301,409.0
leeca01,Carlos,Lee,lee-c001,0.301,619.0
maynebr01,Brent,Mayne,maynb001,0.301,395.0
fordybr01,Brook,Fordyce,fordb001,0.301,330.0
floydcl01,Cliff,Floyd,floyc001,0.3,487.0
higgibo02,Bobby,Higginson,higgb001,0.3,678.0
vinafe01,Fernando,Vina,vinaf001,0.3,554.0
delluda01,David,Dellucci,delld001,0.3,54.0
johnsla03,Lance,Johnson,johnl001,0.3,30.0
byrneer01,Eric,Byrnes,byrne001,0.3,11.0
bocachi01,Hiram,Bocachica,bocah001,0.3,10.0
wehnejo01,John,Wehner,wehnj001,0.3,55.0
allench01,Chad,Allen,allec001,0.3,55.0
melusmi01,Mitch,Meluskey,melum001,0.3,400.0
evereca01,Carl,Everett,everc001,0.3,561.0
palmeor01,Orlando,Palmeiro,palmo001,0.3,296.0
koskico01,Corey,Koskie,koskc001,0.3,559.0
piattad01,Adam,Piatt,piata001,0.299,182.0
vandejo02,John,Vander Wal,vandj001,0.299,461.0
kotsama01,Mark,Kotsay,kotsm001,0.298,578.0
rolensc01,Scott,Rolen,roles001,0.298,541.0
konerpa01,Paul,Konerko,konep001,0.298,586.0
hockide01,Denny,Hocking,hockd001,0.298,433.0
greerru01,Rusty,Greer,greer001,0.297,453.0
berkmla01,Lance,Berkman,berkl001,0.297,417.0
younger01,Eric,Young,youne001,0.297,690.0
perezed01,Eduardo,Perez,peree001,0.297,102.0
deshide01,Delino,DeShields,deshd001,0.296,643.0
ryanro02,Rob,Ryan,ryanr001,0.296,32.0
grebecr01,Craig,Grebeck,grebc001,0.295,270.0
fullmbr01,Brad,Fullmer,fullb001,0.295,524.0
edmonji01,Jim,Edmonds,edmoj001,0.295,643.0
drewjd01,J. D.,Drew,drewj001,0.295,486.0
furcara01,Rafael,Furcal,furcr001,0.295,542.0
knorrra01,Randy,Knorr,knorr001,0.294,37.0
donnech01,Chris,Donnels,donnc001,0.294,41.0
alicelu01,Luis,Alicea,alicl001,0.294,618.0
zuletju01,Julio,Zuleta,zulej001,0.294,73.0
bicheda01,Dante,Bichette,bichd001,0.294,636.0
quinnma01,Mark,Quinn,quinm001,0.294,544.0
wilsoen01,Enrique,Wilson,wilse001,0.293,263.0
osikke01,Keith,Osik,osikk001,0.293,143.0
owenser01,Eric,Owens,owene001,0.293,636.0
hillgl01,Glenallen,Hill,hillg001,0.293,321.0
catalfr01,Frank,Catalanotto,cataf001,0.291,326.0
paytoja01,Jay,Payton,paytj001,0.291,529.0
surhobj01,B. J.,Surhoff,surhb001,0.291,587.0
mateoru01,Ruben,Mateo,mater001,0.291,222.0
crespfe01,Felipe,Crespo,cresf001,0.29,150.0
walketo04,Todd,Walker,walkt002,0.29,283.0
beltrad01,Adrian,Beltre,belta001,0.29,575.0
salmoti01,Tim,Salmon,salmt001,0.29,680.0
eatonad01,Adam,Eaton,eatoa001,0.289,45.0
hanseda01,Dave,Hansen,hansd001,0.289,147.0
alomasa02,Sandy,Alomar,aloms001,0.289,384.0
agbaybe01,Benny,Agbayani,agbab001,0.289,414.0
alcanis01,Israel,Alcantara,alcai001,0.289,48.0
gonzaju03,Juan,Gonzalez,gonzj002,0.289,496.0
encarju01,Juan,Encarnacion,encaj001,0.289,590.0
burkhmo01,Morgan,Burkhart,burkm001,0.288,95.0
longte01,Terrence,Long,longt002,0.288,631.0
delarto01,Tomas,de la Rosa,delat001,0.288,77.0
palmera01,Rafael,Palmeiro,palmr001,0.288,678.0
perezne01,Neifi,Perez,peren001,0.287,699.0
posadjo01,Jorge,Posada,posaj001,0.287,624.0
huffau01,Aubrey,Huff,huffa001,0.287,129.0
vizquom01,Omar,Vizquel,vizqo001,0.287,717.0
lopezja01,Javy,Lopez,lopej001,0.287,525.0
sojolu01,Luis,Sojo,sojol001,0.286,323.0
perezti01,Timo,Perez,peret004,0.286,54.0
mahonmi02,Mike,Mahoney,mahom001,0.286,9.0
anderga01,Garret,Anderson,andeg001,0.286,681.0
sullisc01,Scott,Sullivan,sulls001,0.286,7.0
ensbemo01,Morgan,Ensberg,ensbm001,0.286,7.0
felizpe01,Pedro,Feliz,felip001,0.286,7.0
whitema01,Mark,Whiten,whitm001,0.286,10.0
justida01,David,Justice,justd001,0.286,605.0
bautida01,Danny,Bautista,bautd001,0.285,388.0
jonesja04,Jacque,Jones,jonej003,0.285,550.0
martial03,Al,Martin,marta001,0.285,523.0
bordimi01,Mike,Bordick,bordm001,0.285,644.0
booneaa01,Aaron,Boone,boona001,0.285,331.0
olerujo01,John,Olerud,olerj001,0.285,683.0
hundlto01,Todd,Hundley,hundt001,0.284,353.0
glaustr01,Troy,Glaus,glaut001,0.284,678.0
snowjt01,J. T.,Snow,snowj001,0.284,627.0
mordemi01,Mike,Mordecai,mordm001,0.284,183.0
coninje01,Jeff,Conine,conij001,0.284,451.0
oneilpa01,Paul,O'Neill,oneip001,0.283,628.0
kleskry01,Ryan,Klesko,klesr001,0.283,590.0
blumge01,Geoff,Blum,blumg001,0.283,379.0
lugoju01,Julio,Lugo,lugoj001,0.283,465.0
coxst01,Steve,Cox,cox-s001,0.283,369.0
fabrejo01,Jorge,Fabregas,fabrj001,0.282,152.0
cedenro01,Roger,Cedeno,ceder001,0.282,305.0
sheldsc01,Scott,Sheldon,shels001,0.282,138.0
pauljo01,Josh,Paul,paulj001,0.282,79.0
knoblch01,Chuck,Knoblauch,knobc001,0.282,457.0
spencsh01,Shane,Spencer,spens001,0.282,276.0
ortizda01,David,Ortiz,ortid001,0.282,478.0
joynewa01,Wally,Joyner,joynw001,0.281,260.0
loretma01,Mark,Loretta,lorem001,0.281,399.0
molinbe01,Bengie,Molina,molib001,0.281,513.0
belleal01,Albert,Belle,bellj002,0.281,622.0
leede02,Derrek,Lee,lee-d002,0.281,546.0
finlest01,Steve,Finley,finls001,0.28,623.0
eusebto01,Tony,Eusebio,euset001,0.28,249.0
durhara01,Ray,Durham,durhr001,0.28,709.0
hunteto01,Torii,Hunter,huntt001,0.28,358.0
gracema01,Mark,Grace,gracm001,0.28,621.0
burneaj01,A. J.,Burnett,burna001,0.28,30.0
grudzma01,Mark,Grudzielanek,grudm001,0.279,676.0
grievbe01,Ben,Grieve,grieb001,0.279,675.0
lambmi01,Mike,Lamb,lambm001,0.278,538.0
girarjo01,Joe,Girardi,giraj001,0.278,407.0
velarra01,Randy,Velarde,velar001,0.278,546.0
mccarda01,Dave,McCarty,mccad001,0.278,295.0
liebemi01,Mike,Lieberthal,liebm001,0.278,438.0
moutoly01,Lyle,Mouton,moutl001,0.278,109.0
seguife01,Fernando,Seguignol,seguf001,0.278,175.0
valdepe01,Pedro,Valdes,valdp001,0.278,60.0
loftoke01,Kenny,Lofton,loftk001,0.278,640.0
evansto01,Tom,Evans,evant001,0.278,67.0
morriha02,Hal,Morris,morrh001,0.278,204.0
renteed01,Edgar,Renteria,rente001,0.278,643.0
chaveer01,Eric,Chavez,chave001,0.277,569.0
mcgrifr01,Fred,McGriff,mcgrf001,0.277,664.0
cummimi01,Midre,Cummings,cummm001,0.277,227.0
gutieri01,Ricky,Gutierrez,gutir001,0.276,542.0
polonlu01,Luis,Polonia,polol001,0.276,383.0
cordewi01,Wil,Cordero,cordw001,0.276,536.0
nixontr01,Trot,Nixon,nixot001,0.276,502.0
hamilda02,Darryl,Hamilton,hamid001,0.276,120.0
glanvdo01,Doug,Glanville,gland001,0.275,689.0
morame01,Melvin,Mora,moram002,0.275,464.0
jeffegr01,Gregg,Jefferies,jeffg001,0.275,160.0
milleda02,Damian,Miller,milld002,0.275,364.0
prattto02,Todd,Pratt,pratt001,0.275,190.0
willima04,Matt,Williams,willm003,0.275,397.0
haselbi01,Bill,Haselman,haseb001,0.275,210.0
tejadmi01,Miguel,Tejada,tejam001,0.275,681.0
javiest01,Stan,Javier,javis001,0.275,392.0
graffto01,Tony,Graffanino,graft001,0.274,194.0
martida01,Dave,Martinez,martd002,0.274,513.0
mageewe01,Wendell,Magee,magew001,0.274,197.0
hamptmi01,Mike,Hampton,hampm001,0.274,84.0
zaungr01,Gregg,Zaun,zaung001,0.274,282.0
willige02,Gerald,Williams,willg001,0.274,682.0
abbotje01,Jeff,Abbott,abboj002,0.274,241.0
clarkto02,Tony,Clark,clart002,0.274,232.0
sanchre01,Rey,Sanchez,sancr001,0.273,555.0
wilkiri01,Rick,Wilkins,wilkr001,0.273,13.0
clarkbr02,Brady,Clark,clarb003,0.273,11.0
magadda01,Dave,Magadan,magad001,0.273,166.0
moralwi01,Willie,Morales,moraw001,0.273,11.0
valenjo03,Jose,Valentin,valej003,0.273,648.0
curtich01,Chad,Curtis,curtc001,0.272,381.0
diazei01,Einar,Diaz,diaze002,0.272,275.0
sexsori01,Richie,Sexson,sexsr001,0.272,607.0
vaughmo01,Mo,Vaughn,vaugm001,0.272,712.0
aurilri01,Rich,Aurilia,aurir001,0.271,571.0
griffke02,Ken,Griffey,grifk002,0.271,631.0
mondera01,Raul,Mondesi,mondr002,0.271,426.0
womacto01,Tony,Womack,womat001,0.271,659.0
coomero01,Ron,Coomer,coomr001,0.27,589.0
benjami01,Mike,Benjamin,benjm001,0.27,255.0
lowelmi01,Mike,Lowell,lowem001,0.27,582.0
hollato01,Todd,Hollandsworth,hollt001,0.269,471.0
thomeji01,Jim,Thome,thomj002,0.269,684.0
canizja01,Jay,Canizaro,canij001,0.269,371.0
greensh01,Shawn,Green,grees001,0.269,714.0
biggicr01,Craig,Biggio,biggc001,0.268,466.0
muellbi02,Bill,Mueller,muelb001,0.268,631.0
zeileto01,Todd,Zeile,zeilt001,0.268,623.0
darrmi02,Mike,Darr,darrm001,0.268,228.0
guerrwi01,Wilton,Guerrero,guerw001,0.267,314.0
daalom01,Omar,Daal,daalo001,0.267,54.0
tuckemi01,Michael,Tucker,tuckm001,0.267,323.0
camermi01,Mike,Cameron,camem001,0.267,643.0
taubeed01,Ed,Taubensee,taube001,0.267,291.0
huntebr02,Brian,Hunter,huntb002,0.267,274.0
bellja01,Jay,Bell,bellj001,0.267,649.0
kennead01,Adam,Kennedy,kenna001,0.266,641.0
riosar01,Armando,Rios,riosa001,0.266,269.0
ausmubr01,Brad,Ausmus,ausmb001,0.266,604.0
bellde01,Derek,Bell,belld001,0.266,622.0
whitede03,Devon,White,whitd001,0.266,168.0
lockhke01,Keith,Lockhart,lockk001,0.265,313.0
olivejo01,Joe,Oliver,olivj001,0.265,219.0
durazer01,Erubiel,Durazo,durae001,0.265,233.0
stevele01,Lee,Stevens,stevl001,0.265,501.0
trammbu01,Bubba,Trammell,tramb001,0.265,278.0
hattesc01,Scott,Hatteberg,hatts001,0.265,271.0
richach01,Chris,Richard,richc001,0.265,239.0
lopezlu02,Luis,Lopez,lopel002,0.264,225.0
jordabr01,Brian,Jordan,jordb001,0.264,537.0
kreutch01,Chad,Kreuter,kreuc001,0.264,271.0
wilsopr01,Preston,Wilson,wilsp002,0.264,674.0
belliro01,Ronnie,Belliard,bellr002,0.263,667.0
batisto01,Tony,Batista,batit001,0.263,664.0
goodwto01,Tom,Goodwin,goodt001,0.263,606.0
cabreal02,Alex,Cabrera,cabra001,0.263,87.0
benarma01,Marvin,Benard,benam001,0.263,633.0
santibe01,Benito,Santiago,santb001,0.262,277.0
davisru01,Russ,Davis,davir002,0.261,192.0
cairomi01,Miguel,Cairo,cairm001,0.261,417.0
oleartr01,Troy,O'Leary,oleat001,0.261,563.0
haltesh01,Shane,Halter,halts001,0.261,265.0
flahejo01,John,Flaherty,flahj001,0.261,418.0
huskebu01,Butch,Huskey,huskb001,0.261,356.0
mathemi01,Mike,Matheny,mathm001,0.261,464.0
weisswa01,Walt,Weiss,weisw001,0.26,227.0
tracyan01,Andy,Tracy,traca001,0.26,218.0
trubych01,Chris,Truby,trubc001,0.26,279.0
thompry01,Ryan,Thompson,thomr004,0.26,56.0
wilsocr02,Craig,Wilson,wilsc002,0.26,83.0
burrepa01,Pat,Burrell,burrp001,0.26,474.0
harrile01,Lenny,Harris,harrl001,0.26,248.0
morriwa02,Warren,Morris,morrw001,0.259,606.0
williwo02,Woody,Williams,willw001,0.259,66.0
millake01,Kevin,Millar,millk005,0.259,305.0
shumpte01,Terry,Shumpert,shumt001,0.259,300.0
easleda01,Damion,Easley,easld001,0.259,535.0
delgawi01,Wilson,Delgado,delgw001,0.258,141.0
berroge01,Geronimo,Berroa,berrg001,0.258,35.0
youngke01,Kevin,Young,younk001,0.258,541.0
martiti02,Tino,Martinez,martt002,0.258,632.0
wardda01,Daryle,Ward,wardd002,0.258,281.0
moranmi01,Mickey,Morandini,moram001,0.257,457.0
anderbr01,Brady,Anderson,andeb001,0.257,618.0
guillca01,Carlos,Guillen,guilc001,0.257,328.0
febleca01,Carlos,Febles,feblc001,0.257,399.0
valenjo02,John,Valentin,valej002,0.257,38.0
hairsje02,Jerry,Hairston,hairj002,0.256,212.0
ramirar01,Aramis,Ramirez,ramia001,0.256,274.0
chavera01,Raul,Chavez,chavr001,0.256,47.0
ripkeca01,Cal,Ripken,ripkc001,0.256,339.0
hernaca01,Carlos,Hernandez,hernc001,0.256,270.0
rodrihe02,Henry,Rodriguez,rodrh001,0.256,410.0
palmede01,Dean,Palmer,palmd002,0.256,604.0
menecfr01,Frank,Menechino,menef001,0.255,169.0
offerjo01,Jose,Offerman,offej001,0.255,527.0
jacksda04,Damian,Jackson,jackd003,0.255,541.0
reesepo01,Pokey,Reese,reesp001,0.255,577.0
bonilbo01,Bobby,Bonilla,bonib001,0.255,278.0
singlch01,Chris,Singleton,singc001,0.254,563.0
baineha01,Harold,Baines,bainh001,0.254,320.0
vaughgr01,Greg,Vaughn,vaugg001,0.254,545.0
maciajo01,Jose,Macias,macij001,0.254,196.0
giambje01,Jeremy,Giambi,giamj002,0.254,302.0
tatisfe01,Fernando,Tatis,tatif001,0.253,394.0
guilljo01,Jose,Guillen,guilj001,0.253,349.0
buhneja01,Jay,Buhner,buhnj001,0.253,430.0
lankfra01,Ray,Lankford,lankr001,0.253,472.0
lewisma01,Mark,Lewis,lewim001,0.253,198.0
fickro01,Robert,Fick,fickr001,0.252,188.0
winnra01,Randy,Winn,winnr001,0.252,190.0
bergda01,Dave,Berg,bergd002,0.252,245.0
cansejo01,Jose,Canseco,cansj001,0.252,401.0
lampkto01,Tom,Lampkin,lampt001,0.252,117.0
gonzaal01,Alex,Gonzalez,gonza001,0.252,591.0
redmomi01,Mike,Redmond,redmm001,0.252,235.0
hayesch01,Charlie,Hayes,hayec001,0.251,434.0
vizcajo01,Jose,Vizcaino,vizcj001,0.251,297.0
cabrejo02,Jolbert,Cabrera,cabrj002,0.251,187.0
boonebr01,Bret,Boone,boonb002,0.251,525.0
buforda01,Damon,Buford,bufod001,0.251,556.0
darenvi01,Vic,Darensbourg,darev001,0.25,8.0
boehrbr01,Brian,Boehringer,boehb001,0.25,5.0
pridecu01,Curtis,Pride,pridc001,0.25,21.0
karroer01,Eric,Karros,karre001,0.25,663.0
joneste02,Terry,Jones,jonet004,0.25,181.0
allendu01,Dusty,Allen,alled001,0.25,32.0
ginteke01,Keith,Ginter,gintk001,0.25,10.0
woodke02,Kerry,Wood,woodk002,0.25,46.0
walkeke01,Kevin,Walker,walkk001,0.25,4.0
eldreca01,Cal,Eldred,eldrc001,0.25,6.0
mulhote01,Terry,Mulholland,mulht001,0.25,45.0
houstty01,Tyler,Houston,houst001,0.25,305.0
wasdijo01,John,Wasdin,wasdj001,0.25,9.0
holbera01,Ray,Holbert,holbr001,0.25,4.0
hinchaj01,A. J.,Hinch,hinca001,0.25,9.0
wendetu01,Turk,Wendell,wendt001,0.25,4.0
avenbr01,Bruce,Aven,avenb001,0.25,176.0
ankieri01,Rick,Ankiel,ankir001,0.25,73.0
dunstsh01,Shawon,Dunston,dunss001,0.25,231.0
vitiejo01,Joe,Vitiello,vitij001,0.25,63.0
gantro01,Ron,Gant,gantr001,0.249,487.0
chrisry01,Ryan,Christenson,chrir001,0.248,153.0
daubabr01,Brian,Daubach,daubb001,0.248,549.0
varitja01,Jason,Varitek,varij001,0.248,519.0
guzmacr01,Cristian,Guzman,guzmc001,0.247,690.0
bellda01,David,Bell,belld002,0.247,512.0
beltrca01,Carlos,Beltran,beltc001,0.247,413.0
ramiral02,Alex,Ramirez,ramia002,0.247,240.0
casanra01,Raul,Casanova,casar001,0.247,265.0
loducpa01,Paul,Lo Duca,lodup001,0.246,75.0
paquecr01,Craig,Paquette,paquc001,0.245,420.0
bergepe01,Peter,Bergeron,bergp001,0.245,592.0
mclemma01,Mark,McLemore,mclem001,0.245,578.0
cordoma01,Marty,Cordova,cordm001,0.245,221.0
smithma03,Mark,Smith,smitm004,0.245,213.0
veraswi01,Wilton,Veras,veraw001,0.244,179.0
hernajo01,Jose,Hernandez,hernj001,0.244,496.0
nortogr01,Greg,Norton,nortg001,0.244,231.0
grissma02,Marquis,Grissom,grism001,0.244,640.0
maxweja01,Jason,Maxwell,maxwj001,0.243,124.0
guilloz01,Ozzie,Guillen,guilo001,0.243,114.0
bennega01,Gary,Bennett,benng001,0.243,89.0
spraged02,Ed,Sprague,sprae001,0.243,298.0
murraca01,Calvin,Murray,murrc001,0.242,229.0
spiezsc01,Scott,Spiezio,spies001,0.242,345.0
beckeri01,Rich,Becker,beckr002,0.242,357.0
rebouje01,Jeff,Reboulet,reboj001,0.242,212.0
cruzjo02,Jose,Cruz,cruzj004,0.242,681.0
claytro01,Royce,Clayton,clayr001,0.242,573.0
lewisda01,Darren,Lewis,lewid001,0.241,303.0
hernara02,Ramon,Hernandez,hernr002,0.241,479.0
castrju01,Juan,Castro,castj004,0.241,244.0
josefe01,Felix,Jose,josef001,0.241,32.0
cruzja01,Jacob,Cruz,cruzj003,0.241,36.0
mearepa01,Pat,Meares,mearp001,0.24,514.0
difelmi01,Mike,Difelice,difem001,0.24,223.0
lansimi01,Mike,Lansing,lansm001,0.24,548.0
francma01,Matt,Franco,franm001,0.239,157.0
selbybi01,Bill,Selby,selbb001,0.239,48.0
johnsru01,Russ,Johnson,johnr006,0.239,263.0
kingsge01,Gene,Kingsale,kingg001,0.239,91.0
castrra01,Ramon,Castro,castr002,0.239,157.0
gilbe01,Benji,Gil,gil-b001,0.239,343.0
coraal01,Alex,Cora,coraa001,0.238,394.0
branyru01,Russell,Branyan,branr001,0.238,220.0
princto01,Tom,Prince,print001,0.238,140.0
stanlmi02,Mike,Stanley,stanm002,0.238,331.0
cabreor01,Orlando,Cabrera,cabro001,0.237,454.0
klassda01,Danny,Klassen,klasd001,0.237,87.0
turnech01,Chris,Turner,turnc001,0.236,102.0
blanche01,Henry,Blanco,blanh001,0.236,324.0
ledeeri01,Ricky,Ledee,leder001,0.236,531.0
hernali01,Livan,Hernandez,hernl003,0.236,99.0
bransje01,Jeff,Branson,branj002,0.235,18.0
brownke04,Kevin,Brown,browk004,0.235,18.0
mahompa01,Pat,Mahomes,mahop001,0.235,20.0
mabryjo01,John,Mabry,mabrj001,0.235,244.0
wilsoda01,Dan,Wilson,wilsd001,0.235,303.0
